Date,eNodeB Name,Cell FDD TDD Indication,Cell Name,LocalCell Id,eNodeB Function Name,Integrity,Radio Net Availability Rate(%),RRC Setup Success Rate(all),RRC Setup Success Rate(Service)[%],RRC Setup Success Rate(Signal)[%],E-RAB Setup Success Rate (ALL)(%),Call Drop Rate (All)(%),HO Success Rate(Intra Freqency),HO Success Rate(S1)[%],Paging Transfer Success Rate,Total Traffic (Gbit),DL Traffic Volume(Gbit),UL Traffic Volume(Gbit),L.Traffic.User.Avg,L.Traffic.User.Max,User DL PDCP Average Throughput,User UL PDCP Average Throughput,DL IBLER[%],UL IBLER[%],DL ReTrans Rate[%],DL Packet Loss Rate(all),UL Packet Loss Rate(all),DL PRB Usage Rate(%),UL PRB Usage Rate(%),PUCCHUsage Rate[%],PDCCH CCE Usage Rate[%],Average CQI,Average PDSCH MCS
2/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,95%,99.9998,99.2863,99.7817,95.7297,99.6266,1.7668,99.8146,99.8315,100.0022,1118.2108,1040.2704,77.9404,19.5125,53,9.0362,4.2872,16.1275,5.0325,0.1816,0,0.0001,57.5153,56.1347,4.8781,40.6089,9.4526,16.1122
2/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,95%,99.9998,99.1118,99.2484,97.9066,99.6938,1.0011,99.8849,99.9065,100.0019,1127.9233,1028.4856,99.4378,33.4662,76,6.3829,3.8174,16.7269,5.9398,0.1901,0,0,68.9235,56.9395,8.3666,52.6764,11.0761,15.7593
2/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,95%,99.9998,99.9016,99.9736,98.8976,99.7139,0.8831,99.9404,99.9702,100.0022,860.6803,744.3747,116.3057,21.8885,55,4.1479,6.6026,18.2781,4.8009,0.2031,0,0,64.793,57.4923,5.4721,39.4875,10.1854,12.5216
2/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,95%,99.9998,99.7919,99.9656,97.5057,99.8685,3.6984,99.8663,99.9142,100.0022,867.7806,793.2391,74.5415,18.2167,45,5.8878,4.3584,17.9572,7.2389,0.2079,0,0,64.1214,53.5416,4.5542,36.2711,10.3474,14.4477
2/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,95%,99.9998,99.4805,99.513,98.8748,99.8548,0.6305,99.9832,99.9776,100.0019,1283.9241,1178.4485,105.4756,37.0596,74,5.9453,4.3213,15.988,7.3746,0.1785,0,0,71.1577,53.9395,9.2649,44.958,11.1762,15.0139
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,100,99.9853,99.9978,99.9718,99.9411,0.1009,100,100,100.0003,693.2198,628.5343,64.6855,9.2852,20,11.4538,7.6033,13.2784,2.7222,0.1515,0,0,32.7853,47.1192,2.3213,19.7873,11.5189,16.9351
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,100,99.8452,99.9732,98.5335,99.8845,0.7069,99.9208,99.9474,100.0003,786.9389,730.0164,56.9225,8.7289,24,10.715,5.8377,16.3855,2.7863,0.1808,0,0,36.8144,45.3033,2.1822,21.0952,10.4863,15.4393
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,100,99.8492,99.9535,98.3197,99.7855,0.8677,99.9845,99.8705,100.0003,895.5395,806.0227,89.5169,22.6601,48,8.1666,4.9202,16.4513,4.9186,0.1907,0,0,49.5755,54.4679,5.665,32.0252,11.0421,13.9253
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,100,99.7007,99.958,98.9812,99.7024,0.4581,100,99.9601,100.0003,591.4478,528.3065,63.1413,11.2939,24,9.1639,5.192,12.2683,2.9805,0.137,0,0.0001,29.8375,51.0827,2.8235,24.3581,12.7997,18.5258
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,100,99.7461,99.9109,98.6755,99.862,0.6541,100,100,100.0003,497.5633,460.084,37.4793,8.8524,23,11.6543,4.5289,14.7012,2.6602,0.1615,0,0,24.7796,44.9496,2.2131,20.4914,10.3193,15.6459
2/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,100,99.735,99.9368,97.9424,99.7309,1.2806,99.9502,99.94,100.0003,792.4877,728.6015,63.8861,18.6595,39,7.7247,3.7821,17.1878,4.9918,0.2015,0,0,49.0049,53.7177,4.6649,36.999,10.9421,12.4694
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,99.9989,98.0097,99.7557,91.7227,99.753,2.5806,98.102,98.2753,99.9993,762.1646,689.3169,72.8478,15.8531,34,4.6243,5.2892,17.5816,7.494,0.19,0,0,55.6601,60.3088,3.9633,25.9474,9.4453,14.3152
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,99.9989,98.6153,99.265,96.1808,99.1713,3.4553,98.2668,98.6814,99.9997,581.792,524.6095,57.1825,30.1312,89,1.9187,1.9908,19.121,11.5666,0.2119,0,0.0003,67.2916,63.9133,7.5328,34.3149,7.8465,11.195
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,99.9989,99.6203,99.9075,98.4473,99.8018,1.9219,97.4772,97.7549,99.9993,409.9064,367.0319,42.8745,16.8532,36,5.695,4.253,17.4642,6.3234,0.1986,0,0,37.2084,56.3105,4.2133,21.3954,10.3728,13.1655
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,99.9989,98.776,99.8503,91.1972,99.8143,1.4381,99.5758,99.4947,99.9993,1132.18,995.5186,136.6614,19.6356,36,6.8453,7.6261,16.3262,4.2686,0.1782,0,0,57.5636,60.4936,4.9089,22.073,9.4272,12.2509
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,99.9989,99.0725,99.5969,96.027,99.3515,2.8037,96.5191,97.3853,99.9993,881.7387,790.631,91.1078,31.8126,79,2.8472,2.7066,18.1142,9.2211,0.2001,0,0.0002,69.3847,64.1727,7.9531,25.1523,7.8396,10.2499
2/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,99.9989,99.7721,99.9289,99.0025,99.7133,1.6546,98.7714,98.4403,99.9993,611.9504,549.7928,62.1576,16.6172,39,9.8536,5.8946,16.7258,5.3509,0.1876,0,0,31.6998,53.4736,4.1543,15.8564,10.5819,14.3348
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,100,99.7667,99.8073,99.115,99.6998,0.8707,98.987,98.995,100.0003,396.4308,373.0696,23.3612,4.6595,17,7.1531,3.0402,12.6177,4.8974,0.1644,0,0,36.849,44.3955,1.1649,27.577,9.985,11.0374
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,100,99.4372,99.7654,97.0897,99.4207,1.5908,97.351,97.8223,100,755.7994,674.3405,81.4589,33.309,92,5.179,4.0389,14.3819,7.8145,0.1698,0,0.0002,53.8102,52.2149,8.3272,40.6899,10.5784,13.0756
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,100,98.4444,99.1338,94.6095,98.9919,3.3202,98.7294,99.0921,100,486.4709,434.9668,51.5041,24.2528,116,4.5852,2.1517,18.8059,14.2058,0.2279,0,0.0002,52.1419,45.4995,6.0632,48.7432,9.4216,10.1943
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,100,99.5943,99.9543,94.4079,99.932,0.747,99.269,99.1432,100,596.7484,524.7794,71.9691,7.5339,21,7.5789,7.5741,11.9528,3.1782,0.1502,0,0,45.2269,49.8983,1.8835,29.578,9.8143,10.1132
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,100,99.7838,99.8981,99.0326,99.6657,1.3958,98.6118,99.1594,100.0003,1092.2761,1007.6653,84.6108,31.1704,71,5.5046,3.5705,13.602,5.5795,0.1557,0,0,56.4047,63.379,7.7926,37.0088,10.3221,12.9014
3/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,100,98.539,99.4924,93.3513,99.4027,2.9459,98.4768,98.9296,100.0003,665.4753,595.2878,70.1875,21.5365,110,4.9299,3.1555,18.1671,11.0798,0.2263,0,0,55.4848,50.4984,5.3841,41.274,9.3434,9.43
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.4897,99.7961,96.9125,99.6149,0.7426,99.9318,99.9486,100.0003,883.2706,780.5973,102.6733,19.3038,50,4.8942,5.3649,17.5361,4.7827,0.1989,0,0,71.4412,55.3853,4.826,49.0997,10.186,13.7714
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,100,98.8699,99.7417,93.0178,99.7094,2.3055,99.8748,99.8924,100.0003,1241.1481,1160.891,80.257,19.2093,53,8.5194,4.1297,15.5486,5.5043,0.1736,0,0,58.3889,53.3074,4.8023,41.8346,9.1543,15.3407
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,100,98.3226,98.3834,97.7226,99.5989,0.8306,99.919,99.924,100.0003,1466.4338,1352.1111,114.3227,32.3312,71,6.8212,3.5736,15.1679,6.524,0.1712,0,0,70.5102,59.4937,8.0828,53.8008,11.2941,16.8984
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.8434,99.9722,97.8958,99.814,0.6656,99.9019,99.9643,100.0003,1037.2038,948.1729,89.031,21.7204,49,4.3804,4.6325,18.1672,4.9253,0.2008,0,0,78.2758,51.5124,5.4301,42.3988,9.9094,11.7143
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.8071,99.9661,97.6791,99.8515,1.5045,99.8416,99.9095,100.0003,1014.8975,901.5563,113.3412,21.0356,52,6.4352,5.7633,16.5784,5.0802,0.1819,0,0,61.8903,54.0023,5.2589,35.3259,10.3205,14.6962
3/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.199,99.2492,98.189,99.8092,0.6332,99.9056,99.9597,100.0003,1451.0843,1311.1262,139.9582,37.0763,83,5.6871,5.0628,15.3961,6.0215,0.1703,0,0,72.5708,55.4326,9.2691,46.9894,11.2376,15.2511
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,100,99.961,99.9979,99.9187,99.9617,0.1493,99.8594,99.984,99.9997,741.7155,591.0982,150.6173,8.9028,23,8.6257,12.8079,14.831,3.838,0.1718,0,0,40.3516,56.5694,2.2257,24.5766,11.4145,14.3321
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,100,99.7566,99.9153,97.8311,99.8227,0.5081,99.9238,99.9543,99.9997,688.1802,617.7196,70.4606,9.3607,21,12.0293,6.3966,15.7906,3.4482,0.1746,0,0,33.3551,48.1159,2.3402,19.7326,10.4688,14.3948
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,100,99.7946,99.9399,97.6291,99.7696,0.8598,100,99.8285,99.9997,907.2438,829.2299,78.0139,21.1628,43,6.6339,3.8967,16.6216,4.8825,0.1862,0,0,54.9628,54.4061,5.2907,33.2268,10.704,13.4825
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,100,99.5984,99.9781,98.2415,99.6376,0.4299,99.9189,99.9279,99.9997,561.4765,503.3976,58.0789,12.0221,28,7.9613,4.3325,13.4079,3.55,0.1553,0,0,32.7568,51.7889,3.0055,27.5283,12.7993,17.4078
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,100,99.3173,99.6601,97.6762,99.6966,0.8854,100,100,99.9997,396.7549,352.1762,44.5788,7.8834,22,10.6069,5.3382,14.8817,2.9731,0.1674,0,0,22.0659,45.7204,1.9709,19.1348,10.7022,15.5978
3/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,100,99.6538,99.8363,97.6783,99.7198,1.0403,99.883,99.9228,99.9997,695.783,641.1978,54.5852,19.8177,42,6.8012,3.5222,17.2267,5.3134,0.2003,0,0,49.4841,52.4797,4.9544,37.458,10.9353,12.1818
