Date,eNodeB Name,Cell Name,LocalCell Id,eNodeB Function Name,RACH Setup Success Rate(%),DL IBLER[%],UL IBLER[%],PDCCH CCE Usage Rate[%],PUCCHUsage Rate[%],DL Cell PDCP Layer Average Throughput(kbit/s),UL Cell PDCP Layer Average Throughput(kbit/s)
2025-09-01,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.5491,15.8578,3.5031,22.5878,4.2248,23.476,11.2727
2025-09-01,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3494,17.9677,7.9223,21.1407,5.8025,15.7099,4.5542
2025-09-01,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.5547,16.8998,5.893,16.1947,3.7133,20.6936,6.599
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.3751,14.6982,5.4852,30.4156,1.5154,13.5063,3.2613
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.5311,14.0197,7.2133,45.8963,8.0822,20.7402,8.8008
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3454,18.7892,14.1324,50.2936,8.3052,13.697,4.9388
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.5006,12.973,3.3073,35.2971,2.2152,17.6873,9.293
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.3307,13.4062,6.0684,39.7749,8.4013,24.6707,8.4636
2025-09-02,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.359,19.4562,11.5273,46.333,8.2915,16.4004,5.439
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.7481,17.6936,5.3601,50.8339,4.4788,18.9566,7.3828
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.5229,16.1275,5.0325,40.6089,4.8781,25.687,6.3819
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.3688,16.7269,5.9398,52.6764,8.3666,23.0567,7.423
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.757,18.2781,4.8009,39.4875,5.4721,20.598,9.5942
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.6327,17.9572,7.2389,36.2711,4.5542,23.6473,6.6247
2025-09-02,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.1424,15.988,7.3746,44.958,9.2649,27.6354,7.9807
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.9627,13.2784,2.7222,19.7873,2.3213,22.814,7.4462
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.7243,16.3855,2.7863,21.0952,2.1822,23.098,5.6912
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.8102,16.4513,4.9186,32.0252,5.665,24.0698,7.1978
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.8076,12.2683,2.9805,24.3581,2.8235,19.4246,6.4513
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.3819,14.7012,2.6602,20.4914,2.2131,19.4531,4.3463
2025-09-02,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.7975,17.1878,4.9918,36.999,4.6649,20.9698,5.5026
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.018,17.5816,7.494,25.9474,3.9633,17.2696,6.6
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.2851,19.121,11.5666,34.3149,7.5328,11.7689,4.0921
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.518,17.4642,6.3234,21.3954,4.2133,14.1701,5.0241
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.4235,16.3262,4.2686,22.073,4.9089,23.4779,11.3805
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3751,18.1142,9.2211,25.1523,7.9531,17.2477,5.8921
2025-09-02,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.6494,16.7258,5.3509,15.8564,4.1543,21.105,7.0315
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.4139,12.6177,4.8974,27.577,1.1649,16.2599,3.3868
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.4536,14.3819,7.8145,40.6899,8.3272,18.5926,6.9562
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3624,18.8059,14.2058,48.7432,6.0632,12.588,3.8008
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.5287,11.9528,3.1782,29.578,1.8835,17.0921,7.676
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.3195,13.602,5.5795,37.0088,7.7926,24.8949,6.6811
2025-09-03,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.382,18.1671,11.0798,41.274,5.3841,16.1551,5.2811
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.7213,17.5361,4.7827,49.0997,4.826,17.1343,7.6343
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.7129,15.5486,5.5043,41.8346,4.8023,24.6381,6.0081
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.2342,15.1679,6.524,53.8008,8.0828,24.9316,7.1753
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.6209,18.1672,4.9253,42.3988,5.4301,19.3495,6.5057
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.7642,16.5784,5.0802,35.3259,5.2589,23.1903,8.6399
2025-09-03,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.1409,15.3961,6.0215,46.9894,9.2691,26.3404,9.1293
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.9248,14.831,3.838,24.5766,2.2257,20.0965,13.0574
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.4577,15.7906,3.4482,19.7326,2.3402,22.6678,7.0991
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.6904,16.6216,4.8825,33.2268,5.2907,23.1915,5.9903
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.2856,13.4079,3.55,27.5283,3.0055,18.7222,5.7285
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.3007,14.8817,2.9731,19.1348,1.9709,18.5305,5.4724
2025-09-03,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.66,17.2267,5.3134,37.458,4.9544,19.5379,4.8175
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.4576,17.0004,4.7465,24.6053,3.7697,18.3914,7.2261
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.3569,19.1475,11.1847,34.5,6.5927,11.9724,4.6062
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.4548,16.7226,5.2932,22.0162,4.3603,15.8937,4.2717
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.47,15.6541,3.8122,21.0747,4.7206,23.7983,10.0177
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3772,17.2709,8.7739,25.5818,7.3936,15.2939,7.3182
2025-09-03,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.6145,16.9085,5.4332,17.5143,4.8247,21.2578,6.0192
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.4984,12.126,4.5672,33.3444,1.7134,18.294,3.7561
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.5002,14.1747,9.1665,44.0787,8.3305,17.8389,5.7908
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3212,18.6089,12.7638,49.2733,5.2462,14.1185,4.8641
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.5426,11.4221,3.1559,32.8794,1.7812,18.6461,7.2002
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.2987,13.6935,6.1471,40.0506,8.846,24.46,9.3042
2025-09-04,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.2695,16.7555,9.3423,44.2727,5.4644,17.3808,5.0004
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.7033,18.1095,5.3159,51.9354,4.5693,16.5197,6.753
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.713,16.2906,5.8744,38.4925,4.4651,21.5239,5.1345
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.3631,15.95,5.8588,54.4511,8.0526,25.5862,8.4349
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.6569,18.6464,5.3886,41.367,6.0354,20.7764,8.4522
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.8073,15.9805,5.0053,31.4664,4.8673,25.1343,9.6775
2025-09-04,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.1271,15.6243,6.155,44.1688,9.4724,26.594,8.0046
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.9116,15.5084,3.9098,31.9548,2.5094,22.0659,6.2075
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.5931,15.1717,3.7721,18.4558,2.2193,22.7331,6.5971
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.7006,15.2831,4.0144,33.5582,5.6882,24.9999,6.7483
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.7246,14.5403,3.7168,32.2001,3.7033,16.5314,4.1376
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.6812,14.7719,2.3217,17.8383,1.6995,18.779,4.9806
2025-09-04,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.7013,17.5804,5.503,36.7511,5.3555,20.4356,4.8465
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.3541,16.6844,4.517,26.4623,3.852,19.1425,8.865
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.3426,18.9744,11.8795,32.8468,6.501,12.2031,3.8507
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.4708,17.0649,5.8418,24.0585,3.9341,14.8551,4.53
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.6033,16.5749,4.3614,21.9004,4.631,22.5198,14.1385
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3908,17.2271,9.0112,24.4654,7.1942,14.9738,4.7859
2025-09-04,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.6093,16.6491,5.6191,18.6761,5.1469,20.5258,6.9762
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.5199,14.1964,4.8552,35.1887,1.6853,14.3716,3.8021
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.5608,14.0673,6.9335,44.6003,8.2435,19.5221,6.6825
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3311,18.1052,13.1035,47.8227,5.0415,13.9626,4.4332
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.536,11.367,3.0536,31.9614,1.9001,17.7314,10.6162
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.3971,13.2242,6.3208,39.8347,7.9714,24.184,10.0641
2025-09-05,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.3592,17.5945,10.0046,42.2138,5.0552,14.9703,4.406
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.7252,17.7685,5.2851,48.5837,4.5987,17.1438,7.9644
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.7421,16.1886,5.1893,42.5966,4.6756,21.8914,6.2827
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.3437,16.1213,4.9588,57.9917,8.2034,26.763,9.3769
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.8224,18.3576,4.5873,40.3373,5.508,20.0702,8.8234
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.8411,16.353,5.8385,38.0778,4.804,23.1627,11.2242
2025-09-05,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.1889,15.7464,5.7574,49.0651,9.0951,27.9813,8.9018
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.949,13.1961,3.3084,26.9539,2.4679,24.283,8.6708
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.7861,15.5767,2.5806,20.2383,2.0989,23.3911,9.6393
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.8645,15.1247,4.127,32.4492,5.112,22.9318,6.7163
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.7551,13.3834,2.9947,32.0653,3.2524,16.5307,7.2478
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.6957,14.8934,2.9242,19.1866,1.7395,18.2443,4.7037
2025-09-05,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.7666,17.3108,4.9136,37.3094,4.7447,20.1506,4.8502
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.4361,16.8473,4.1476,28.3249,4.0707,19.4944,5.8389
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.3209,18.9947,11.4189,35.3298,6.9304,11.9669,3.684
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.5704,17.1113,5.3859,22.6406,3.9525,15.9903,4.44
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.5379,15.6588,4.184,23.0879,4.9143,22.1985,9.6328
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.4561,16.9612,8.8483,25.0157,7.3481,15.7833,6.5104
2025-09-05,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.6159,16.3103,5.3051,17.1599,4.7414,19.9025,8.8107
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.4567,13.6998,4.9018,40.4716,1.8361,16.3119,4.315
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.459,14.7326,8.729,44.3598,6.9399,17.3523,5.9859
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3435,17.4527,14.8297,44.4106,4.6426,15.3504,3.6894
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.5726,11.2276,2.6992,35.1198,1.9562,19.729,8.3476
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.2519,12.9428,6.7674,39.0287,7.5739,23.4942,7.4696
2025-09-06,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.3927,16.1915,11.0521,40.1941,5.0746,13.8756,4.2706
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.6869,17.9001,5.4786,50.8203,4.7347,18.5742,6.6178
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.7095,15.7924,4.995,37.7498,4.5503,25.5841,5.7682
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.2749,15.9041,5.7984,54.5565,7.9086,26.2466,7.2241
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.832,17.9059,4.769,43.154,5.8507,21.2983,9.3871
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.8786,15.1209,4.4976,33.3603,4.6871,25.1116,10.9001
2025-09-06,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.1122,16.4174,6.5164,47.1779,9.6195,29.2824,8.4441
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.9503,13.9572,2.9195,21.5964,2.4188,23.3032,8.6519
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.8506,14.7463,2.0577,18.3962,1.9798,28.4989,6.9119
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.749,15.6624,4.5352,32.1467,4.5826,24.2734,6.7061
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.6837,13.6035,3.9362,24.8063,3.3568,19.4947,4.5692
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.7864,16.0353,2.908,17.6877,1.5786,19.0956,5.087
2025-09-06,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.5395,17.254,5.4268,38.326,4.0165,20.7352,5.597
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.4388,16.5205,4.3076,27.7546,4.0806,20.5351,6.4904
